OFFICIAL DRAW FOR YORKTON      
Performance: 1. Friday 4 @ 7:00PM
Performance: 2. Saturday 5 @ 7:00PM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
LADIES BARREL RACING|L5516C| 16. VANDERSTEEN DAWN (PERF # 2. Saturday 5 @ 7:00PM)|LANGRUTH, MB|
LADIES BARREL RACING|L7416| 17. WILEY BRITTANY (PERF # 2. Saturday 5 @ 7:00PM)|MANOR, SK|
LADIES BARREL RACING|J7559| 18. LANG BROOKE (PERF # 2. Saturday 5 @ 7:00PM)|CADILLAC, SK|
LADIES BARREL RACING|L7303| 19. POLETZ LIANE (PERF # 2. Saturday 5 @ 7:00PM)|DUCHESS, AB|
LADIES BARREL RACING|L7403C| 20. MCDERMIT SHALAYNE (PERF # 2. Saturday 5 @ 7:00PM)|SOUTHEY, SK|
LADIES BARREL RACING|M1751C| 21. SCHROEDER ASHLEY (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|
LADIES BARREL RACING|L5498C| 22. GETZ JENNIFER (PERF # 2. Saturday 5 @ 7:00PM)|BALGONIE, SK        |
LADIES BARREL RACING|J1224C| 23. FROESE TORIE (PERF # 2. Saturday 5 @ 7:00PM)|BIENFAIT, SK|
LADIES BARREL RACING|L6479| 24. BEAR SHASTA (PERF # 2. Saturday 5 @ 7:00PM)|WHITEWOOD, SK|
LADIES BARREL RACING|L5825| 25. PORTER AMANDA  (PERF # 2. Saturday 5 @ 7:00PM)|SOLSGIRTH, MB|
LADIES BARREL RACING|M2461JC| 26. WHEELER KELSEY (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|
TEAM ROPING||PERFORMANCE: 1||
TEAM ROPING|| ||
TEAM ROPING|6425C| 1. GIOFU LAYNE(F) (PERF # 1. Friday 4 @ 7:00PM)|MOOSE JAW, SK|
TEAM ROPING|6426|    MONTGOMERY COLIN(H) (PERF # 1. Friday 4 @ 7:00PM)|CRANE VALLEY, SK|
TEAM ROPING|CP5489C| 2. SCHMIDT ROBERT(H) (PERF # 1. Friday 4 @ 7:00PM)|YELLOW GRASS, SK |
TEAM ROPING|3256C|    PAICU RANDY(F) (PERF # 1. Friday 4 @ 7:00PM)|AVONLEA SK|
TEAM ROPING|LOC6762| 3. DUNHAM DENTON(H) (PERF # 1. Friday 4 @ 7:00PM)||
TEAM ROPING|J7555|    BOX CONNOR(F) (PERF # 1. Friday 4 @ 7:00PM)|CORNING, SK|
TEAM ROPING|LOC6758| 4. MADGE VICTOR(H) (PERF # 1. Friday 4 @ 7:00PM)||
TEAM ROPING|LOC6759|    ANDERSON CLINT(F) (PERF # 1. Friday 4 @ 7:00PM)||
TEAM ROPING|LOC6756| 5. GILLIS RON(F) (PERF # 1. Friday 4 @ 7:00PM)||
TEAM ROPING|LOC6757|    QUIVEL KELLY(H) (PERF # 1. Friday 4 @ 7:00PM)||
TEAM ROPING|5270C| 6. CHAPPEL BRADY(F) (PERF # 1. Friday 4 @ 7:00PM)|MOOSE JAW, SK   |
TEAM ROPING|5566C|    CHAPPEL KYLE(H) (PERF # 1. Friday 4 @ 7:00PM)|GRAVELBOURG, SK |
TEAM ROPING|5643C| 7. SWITZER MATT(F) (PERF # 1. Friday 4 @ 7:00PM)|YORKTON, SK      |
TEAM ROPING|5940C|    WILLIAMS TRISTAN(H) (PERF # 1. Friday 4 @ 7:00PM)|GLENAVON, SK|
TEAM ROPING|4095C| 8. DRAKE KENT (F) (PERF # 1. Friday 4 @ 7:00PM)|MOOSE JAW, SK|
TEAM ROPING|3007C|    SCHMITZ OWEN(H) (PERF # 1. Friday 4 @ 7:00PM)|CENTRAL BUTTE SK|
TEAM ROPING|M2721| 9. SALMON TYSON(F) (PERF # 1. Friday 4 @ 7:00PM)|STONEWALL, MB|
TEAM ROPING|M2770JC|    PEAKE KADE(H) (PERF # 1. Friday 4 @ 7:00PM)|MRCA|
TEAM ROPING|5942C| 10. SIGFUSSON SCOTT(H) (PERF # 1. Friday 4 @ 7:00PM)|DAVIDSON, SK|
TEAM ROPING|6545C|    LEHMANN ASHTON(F) (PERF # 1. Friday 4 @ 7:00PM)|MAYFAIR, SK|
TEAM ROPING|5348C| 11. MCLEOD BRETT(H) (PERF # 1. Friday 4 @ 7:00PM)|GLENAVON SK|
TEAM ROPING|7263|    HANNA RYAN(F) (PERF # 1. Friday 4 @ 7:00PM)|PILOT BUTTE, SK|
TEAM ROPING|P7413| 12. HULSTON RYAN(H) (PERF # 1. Friday 4 @ 7:00PM)|MELVILLE, SK|
TEAM ROPING|J7406|    HULSTON COLTON(F) (PERF # 1. Friday 4 @ 7:00PM)|MELVILLE, SK|
TEAM ROPING|5640C| 13. MCCANNELL KEVIN(H) (PERF # 1. Friday 4 @ 7:00PM)|CARIEVALE, SK|
TEAM ROPING|3880C|    KMITA TYLER(F) (PERF # 1. Friday 4 @ 7:00PM)|WEYBURN SK|
TEAM ROPING|6400| 14. SPENCER BART(H) (PERF # 1. Friday 4 @ 7:00PM)|CARNDUFF, SK |
TEAM ROPING|5421C|    GAUBE BRETT(F) (PERF # 1. Friday 4 @ 7:00PM)|WEYBURN, SK|
TEAM ROPING|LOC6761| 15. NOBLE JUSTIN(H) (PERF # 1. Friday 4 @ 7:00PM)||
