OFFICIAL DRAW FOR SWIFT CURRENT, SK
Performance: 1. Thursday 30 @ 7:00PM
Performance: 2. Friday 1 @ 2:00PM
Performance: 3. Saturday 2 @ 2:00PM
Performance: 4. Friday 1 @ 11:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
BULL RIDING|6823C| 10. ARBUTHNOTT JORDAN (PERF # 3)|HAYTER AB|PRZ10 RED DAWN
BULL RIDING|C5570C| 11. SODERBURG CHASE JAY (PERF # 3)|CRA|PR176 BLUE JAY      
TIE DOWN ROPING||PERFORMANCE: 1||
TIE DOWN ROPING|| ||
TIE DOWN ROPING|2228C| 1. KLASSEN JAMES (PERF # 1)|HERBERT, SK|
TIE DOWN ROPING|6648C| 2. HAYES WYATT (PERF # 1)|VAL MARIE, SK|
TIE DOWN ROPING|C2332C| 3. HEGGIE JEFF (PERF # 1)|CARDSTON AB|
TIE DOWN ROPING|4050C| 4. MOEN AARON (PERF # 1)|STEWART VALLEY  SK|
TIE DOWN ROPING|7417| 5. WILEY BILLY (PERF # 1)|MANOR, SK|
TIE DOWN ROPING|C2448C| 6. HEGGIE JUSTIN (PERF # 1)|CARDSTON AB|
TIE DOWN ROPING||PERFORMANCE: 2||
TIE DOWN ROPING|| ||
TIE DOWN ROPING|C6460C| 1. MILLER RYAN (PERF # 2)|CRA|
TIE DOWN ROPING|7472| 2. JOHNSON DAWSON (PERF # 2)|STRATHMORE, AB|
TIE DOWN ROPING|C7132C| 3. WILLIAMSON BLAKE (PERF # 2)|CRA|
TIE DOWN ROPING|3955C| 4. DUNHAM BRUCE (PERF # 2)|INDIAN HEAD, SK|
TIE DOWN ROPING|5085C| 5. FOLK KEVIN (PERF # 2)|SWIFT CURRENT SK|
TIE DOWN ROPING|5019C| 6. GETZ CODY (PERF # 2)|BALGONIE, SK|
TIE DOWN ROPING|3996C| 7. ROOD CODY (PERF # 2)|BENGOUGH SK|
TIE DOWN ROPING|6719C| 8. BARNSON CLAY (PERF # 2)|RAYMOND, AB|
TIE DOWN ROPING|1705C| 9. MARCENKO ZANE (PERF # 2)|ROCKGLEN, SK|
TIE DOWN ROPING|7462| 10. HOFER CHASE (PERF # 2)|MAGRATH, AB|
TIE DOWN ROPING|5483C| 11. PORTER DEVON (PERF # 2)|SOLSGIRTH, MB|
TIE DOWN ROPING|5643C| 12. SWITZER MATT (PERF # 2)|YORKTON, SK      |
TIE DOWN ROPING||PERFORMANCE: 3||
TIE DOWN ROPING|| ||
TIE DOWN ROPING|7532| 1. MITCHELL COLE (PERF # 3)|OAK LAKE, MB|
TIE DOWN ROPING|2007C| 2. SWITZER BLAINE (PERF # 3)|SWIFT CURRENT SK|
