OFFICIAL DRAW FOR TISDALE, SK
Performance: 1. Friday 8 @ 7:00PM
Performance: 2. Saturday 9 @ 6:00PM
Performance: 3. Saturday 9 @ 8:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
LADIES BARREL RACING||PERFORMANCE: 3||
LADIES BARREL RACING|| ||
LADIES BARREL RACING|L5274C| 1. BARTON LAURIE J. (PERF # 3)|OUTLOOK, SK|TIMER DUTIES
LADIES BARREL RACING|LOC6460| 2. LEANNE NELSON (PERF # 3)|TIS|TIMER DUTIES
LADIES BARREL RACING|L7416| 3. WILEY BRITTANY (PERF # 3)|MANOR, SK|
LADIES BARREL RACING|L6663C| 4. SCHNITZLER RENIE (PERF # 3)|VANSCOY, SK|
LADIES BARREL RACING|M2752C| 5. BEAR SHASTA (PERF # 3)|MRCA|
LADIES BARREL RACING|R11680| 6. CAMPBELL ASHLYN (PERF # 3)|CPRA|
LADIES BARREL RACING|R2693C| 7. POWELL MARCI (PERF # 3)|WAINWRIGHT AB|
LADIES BARREL RACING|R361| 8. SCHNITZLER CONNIE (PERF # 3)|KCRA|
LADIES BARREL RACING|LOC6458| 9. BECKY YOUNG (PERF # 3)|TIS|
LADIES BARREL RACING|M2465| 10. EDWARDS MEGAN (PERF # 3)|MRCA|
LADIES BARREL RACING|M1834C| 11. MCCANNELL SHAYNA (PERF # 3)|MRCA|
LADIES BARREL RACING|M1924C| 12. MCCANNELL BAILEY (PERF # 3)|MRCA|
LADIES BARREL RACING|M2837| 13. KEELEY JAYNE (PERF # 3)|MRCA|
LADIES BARREL RACING|L7083C| 14. PETERS SAMANTHA (PERF # 3)|PLUMAS MB|
LADIES BARREL RACING|L6820C| 15. STOKES LAURA (PERF # 3)|AUSTIN, MB|
LADIES BARREL RACING|M2363C| 16. PETERS SHAUNA (PERF # 3)|SUCCESS, SK|TIMER DUTIES
LADIES BARREL RACING|LOC6455| 17. NICKI STORBOCKEN (PERF # 3)|TIS|TIMER DUTIES
TEAM ROPING||PERFORMANCE: 1||
TEAM ROPING|| ||
TEAM ROPING|LOC6462| 1. LYNN TAYLOR(F) (PERF # 1)|TIS|
TEAM ROPING|LOC6463|    COLTER TAYLOR(H) (PERF # 1)|TIS|
