OFFICIAL DRAW FOR CENTRAL BUTTE, SK
Performance: 1. Friday 22 @ 7:00PM
Performance: 2. Saturday 23 @ 7:00PM
Performance: 3. Saturday 23 @ 10:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
TEAM ROPING|5942C| 11. SIGFUSSON SCOTT(H) (PERF # 2)|DAVIDSON, SK|
TEAM ROPING|3813C|    GOMERSALL JIM-BOB(F) (PERF # 2)|MOOSE JAW SK|
TEAM ROPING||PERFORMANCE: 3||
TEAM ROPING|| ||
TEAM ROPING|M2800| 1. CORNELSON AUSTIN(H) (PERF # 3)|MRCA|
TEAM ROPING|M200C|    HAY CURTIS(F) (PERF # 3)|MRCA|
TEAM ROPING|6648C| 2. HAYES WYATT(H) (PERF # 3)|VAL MARIE, SK|
TEAM ROPING|3448C|    HAYES RYAN(F) (PERF # 3)|VAL MARIE SK|
TEAM ROPING|R326442| 3. ULLERY CLAY(H) (PERF # 3)|CPRA|
TEAM ROPING|R28978|    WILSON RILEY(F) (PERF # 3)|CPRA|
TEAM ROPING|5270C| 4. CHAPPEL BRADY(F) (PERF # 3)|MOOSE JAW, SK   |
TEAM ROPING|5566C|    CHAPPEL KYLE(H) (PERF # 3)|GRAVELBOURG, SK |
TEAM ROPING|6822C| 5. DUBEAU JUSTIN(F) (PERF # 3)|REDCLIFF AB|
TEAM ROPING|CP5489C|    SCHMIDT ROBERT(H) (PERF # 3)|YELLOW GRASS, SK |
TEAM ROPING|6510C| 6. MCLEOD TUFTIN(H) (PERF # 3)|WALDECK, SK|
TEAM ROPING|6857C|    MCLEOD TYCE(F) (PERF # 3)|WALDECK, SK|
TEAM ROPING|5589C| 7. BRICE SHOAT(H) (PERF # 3)|PARRY, SK    |
TEAM ROPING|5495C|    STEWART GRAHAM(F) (PERF # 3)|DAVIN, SK|
TEAM ROPING|M2888C| 8. FREDBJORNSON ZANE(F) (PERF # 3)|MRCA|
TEAM ROPING|M2559C|    LEE AARON(H) (PERF # 3)|MRCA|
TEAM ROPING|3724C| 9. WILLIAMS KEVIN(F) (PERF # 3)|GLENAVON, SK|
TEAM ROPING|3955C|    DUNHAM BRUCE(H) (PERF # 3)|INDIAN HEAD, SK|
TEAM ROPING|4095C| 10. DRAKE KENT (F) (PERF # 3)|MOOSE JAW, SK|
TEAM ROPING|2226C|    LINTHICUM MURRAY(H) (PERF # 3)|GLENTWORTH SK|
TEAM ROPING|6272C| 11. KELLETT TRAVIS(H) (PERF # 3)|PICTURE BUTTE, AB|
TEAM ROPING|C393C|    SMITH MIKE(F) (PERF # 3)|CRA|
TEAM ROPING|5426C| 12. CROMARTY DUSTIN(H) (PERF # 3)|REGINA, SK|
TEAM ROPING|7263C|    HANNA RYAN(F) (PERF # 3)|PILOT BUTTE, SK|
TEAM ROPING|6452C| 13. OSTRANDER AJ(F) (PERF # 3)|SWIFT CURRENT, SK|
TEAM ROPING|5503C|    TURNER KEVIN(H) (PERF # 3)|SHAMROCK, SK|
TEAM ROPING|2244C| 14. MCLEOD SCOTT(F) (PERF # 3)|WALDECK SK|
TEAM ROPING|7049C|    MARCENKO GEORGE(H) (PERF # 3)|ROCKGLEN, SK|
TEAM ROPING|6742C| 15. STUBER AUSTIN(F) (PERF # 3)|REDCLIFF, AB|
TEAM ROPING|7297C|    STUBER WYATT(H) (PERF # 3)|REDCLIFF, AB|
TEAM ROPING|7283C| 16. HICKS TYRELL(H) (PERF # 3)|MORTLACH, SK|
TEAM ROPING|J7314C|    SKENE TYLER(F) (PERF # 3)|PRINCE ALBERT, SK|
TEAM ROPING|5940C| 17. WILLIAMS TRISTAN(H) (PERF # 3)|GLENAVON, SK|
TEAM ROPING|5643C|    SWITZER MATT(F) (PERF # 3)|YORKTON, SK      |
TEAM ROPING|5483C| 18. PORTER DEVON(F) (PERF # 3)|SOLSGIRTH, MB|
TEAM ROPING|1705C|    MARCENKO ZANE(H) (PERF # 3)|ROCKGLEN, SK|
TEAM ROPING|3356| 19. STILES CHAD(H) (PERF # 3)|BRANDON, MB|
TEAM ROPING|5462|    LEEPART MIKE(F) (PERF # 3)|BRANDON, MB|
TEAM ROPING|M2046C| 20. PLETT CHAD(F) (PERF # 3)|MRCA|
TEAM ROPING|M2779C|    MCPHERSON KOLT(H) (PERF # 3)|MRCA|
TEAM ROPING|7144C| 21. HAY SKYLAR(H) (PERF # 3)|POPLAR POINT, MB|
TEAM ROPING|7143C|    HAY RILEY(F) (PERF # 3)|POPLAR POINT, MB|
JUNIOR GIRLS BARREL RACING||PERFORMANCE: 1||
JUNIOR GIRLS BARREL RACING|| ||
JUNIOR GIRLS BARREL RACING|J7288C| 1. DUNCAN HANNAH (PERF # 1)|MORTLACH, SK|
JUNIOR GIRLS BARREL RACING|J7128C| 2. KIELSTRA ALLY (PERF # 1)|BURDETT, AB|
JUNIOR GIRLS BARREL RACING|J7405C| 3. MASTAD PEYTON (PERF # 1)|MCCORD, SK|
JUNIOR GIRLS BARREL RACING|J1706C| 4. ESMOND DANITA (PERF # 1)|EYEBROW, SK|
