OFFICIAL DRAW FOR MOOSOMIN
Performance: 1. Friday 8 @ 6:30PM
Performance: 2. Saturday 9 @ 6:30PM
Performance: 3. Saturday 9 @ 9:00AM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
LADIES BARREL RACING|L5545C| 6. GRAD KRYSTAL  (PERF # 3)|GRAVELBOURG, SK  |
LADIES BARREL RACING|L7278C| 7. CROSSLEY JACEY (PERF # 3)|MOOSOMIN, SK|
LADIES BARREL RACING|L7465| 8. GOMPF KYLIE (PERF # 3)|OAK LAKE, MB|
LADIES BARREL RACING|L7277C| 9. MOFFATT SHERRI (PERF # 3)|MOOSOMIN, SK|
LADIES BARREL RACING|L3858C| 10. KMITA NICOLE (PERF # 3)|WEYBURN, SK|
LADIES BARREL RACING|L7463| 11. BUNNEY JENN (PERF # 3)|BYEMOOR, AB|
LADIES BARREL RACING|M68C| 12. WHITE PADDY (PERF # 3)|MRCA|
LADIES BARREL RACING|M2885| 13. BROWN ROBYN (PERF # 3)|MRCA|
LADIES BARREL RACING|L6807C| 14. LANZ KARLY (PERF # 3)|CARIEVALE, SK|
LADIES BARREL RACING|L7083C| 15. PETERS SAMANTHA (PERF # 3)|PLUMAS MB|
LADIES BARREL RACING|M2465C| 16. EDWARDS MEGAN (PERF # 3)|MRCA|
LADIES BARREL RACING|L7129C| 17. KIELSTRA CHRISSY (PERF # 3)|BURDETT, AB|
LADIES BARREL RACING|M1924C| 18. MCCANNELL BAILEY (PERF # 3)|MRCA|
LADIES BARREL RACING|M2817C| 19. BATES JESSIE (PERF # 3)|MRCA|
LADIES BARREL RACING|L7432| 20. NAYLEN NANCY (PERF # 3)|MARYFIELD, SK|
LADIES BARREL RACING|L5584C| 21. SWITZER BARBARA (PERF # 3)|HAZENMORE, SK|
LADIES BARREL RACING|L6366| 22. CORNELSEN JUSTINE (PERF # 3)|ONANOLE, MB|
LADIES BARREL RACING|L5825C| 23. PORTER AMANDA  (PERF # 3)|SOLSGIRTH, MB|
LADIES BARREL RACING|L5497C| 24. SWITZER BAILEE (PERF # 3)|ANEROID, SK|
LADIES BARREL RACING|J1598C| 25. MCCANNELL HALLIE (PERF # 3)|CARIEVALE, SK|
LADIES BARREL RACING|M2461C| 26. WHEELER KELSEY (PERF # 3)|MRCA|
LADIES BARREL RACING|L7509| 27. MILLARD TANA (PERF # 3)|RED DEER COUNTY, AB|
LADIES BARREL RACING|M755C| 28. ROSS SHERRI (PERF # 3)|MRCA|
LADIES BARREL RACING|J1677C| 29. HICKS LEXI (PERF # 3)|MORTLACH SK|
LADIES BARREL RACING|M1834C| 30. MCCANNELL SHAYNA (PERF # 3)|MRCA|
LADIES BARREL RACING|L7343C| 31. COLLEN ANN (PERF # 3)|VIRDEN, MB|
LADIES BARREL RACING|M1200C| 32. ROOKES JACQUELINE (PERF # 3)|MRCA|
LADIES BARREL RACING|L7448C| 33. SHAPLEY CHANTEL (PERF # 3)|MORTLACH, SK |
LADIES BARREL RACING|L7322C| 34. GLASRUD HALEY (PERF # 3)|SHAUNAVON, SK|TIMER DUTIES
LADIES BARREL RACING|L7421C| 35. ROOD MEAGHAN (PERF # 3)|BENGOUGH, SK|TIMER DUTIES
TEAM ROPING||PERFORMANCE: 1||
TEAM ROPING|| ||
TEAM ROPING|6510C| 1. MCLEOD TUFTIN(H) (PERF # 1)|WALDECK, SK|
TEAM ROPING|6857C|    MCLEOD TYCE(F) (PERF # 1)|WALDECK, SK|
TEAM ROPING|5503C| 2. TURNER KEVIN(H) (PERF # 1)|SHAMROCK, SK|
TEAM ROPING|6452C|    OSTRANDER AJ(F) (PERF # 1)|SWIFT CURRENT, SK|
TEAM ROPING|5950C| 3. ROSS JEREMY(H) (PERF # 1)|ESTEVAN, SK|
TEAM ROPING|5592C|    BROWN LANCE(F) (PERF # 1)|VIRDEN, MB|
TEAM ROPING|M2770JC| 4. PEAKE KADE(H) (PERF # 1)|MRCA|
TEAM ROPING|M1649C|    BROWN LEE(F) (PERF # 1)|MRCA|
TEAM ROPING|7253C| 5. MCLEOD TEE(H) (PERF # 1)|WALDECK, SK|
TEAM ROPING|2244C|    MCLEOD SCOTT(F) (PERF # 1)|WALDECK SK|
TEAM ROPING|6505C| 6. ELLIS TY(F) (PERF # 1)|SONNINGDALE, SK|
TEAM ROPING|2246C|    ELLIS MARK(H) (PERF # 1)|SONNINGDALE, SK|
TEAM ROPING|6675C| 7. MICHALSKY LUCAS(F) (PERF # 1)|LUNDBRECK, AB|
TEAM ROPING|7161C|    WEATHERBEE LUCAS(H) (PERF # 1)|LUNDBRECK, AB|
TEAM ROPING|5942C| 8. SIGFUSSON SCOTT(H) (PERF # 1)|DAVIDSON, SK|
TEAM ROPING|3813C|    GOMERSALL JIM-BOB(F) (PERF # 1)|MOOSE JAW SK|
TEAM ROPING|CP5489C| 9. SCHMIDT ROBERT(F) (PERF # 1)|YELLOW GRASS, SK |
TEAM ROPING|5348C|    MCLEOD BRETT(H) (PERF # 1)|GLENAVON SK|
TEAM ROPING||PERFORMANCE: 2||
TEAM ROPING|| ||
TEAM ROPING|6822C| 1. DUBEAU JUSTIN(F) (PERF # 2)|REDCLIFF AB|
TEAM ROPING|6831C|    WUDRICH TAYLOR(H) (PERF # 2)|BOW ISLAND, AB|
TEAM ROPING|M1390C| 2. MORAN MURRAY(F) (PERF # 2)|MRCA|
TEAM ROPING|1683|    MILLER NEIL (H) (PERF # 2)|NEEPAWA, MB|
TEAM ROPING|M1210C| 3. HAGAN ALISTAIR(H) (PERF # 2)|VIRDEN MB|
TEAM ROPING|M1981C|    BRIDGEMAN JUSTIN(F) (PERF # 2)|BINSCARTH, MB|
TEAM ROPING|6545C| 4. LEHMANN ASHTON(F) (PERF # 2)|MAYFAIR, SK|
TEAM ROPING|7373C|    ELLIS ORRIN(H) (PERF # 2)|IRON RIVER, AB|
TEAM ROPING|M2721J| 5. SALMON TYSON(F) (PERF # 2)|STONEWALL, MB|
TEAM ROPING|M2566C|    STEWART TY (H) (PERF # 2)|KOLA, MB|
TEAM ROPING|M2789C| 6. VODON TREVOR(H) (PERF # 2)|MRCA|
TEAM ROPING|M2799JC|    VODON TRERRANCE(F) (PERF # 2)|MRCA|
TEAM ROPING|M2888C| 7. FREDBJORNSON ZANE(F) (PERF # 2)|MRCA|
TEAM ROPING|M2559C|    LEE AARON(H) (PERF # 2)|MRCA|
TEAM ROPING|3709C| 8. DUNHAM KEVIN(H) (PERF # 2)|SOURIS, MB|
TEAM ROPING|M1927PC|    DENBOW MICHAEL(F) (PERF # 2)|MRCA|
TEAM ROPING||PERFORMANCE: 3||
TEAM ROPING|| ||
TEAM ROPING|7413C| 1. HULSTON RYAN(H) (PERF # 3)|MELVILLE, SK|
TEAM ROPING|J7406C|    HULSTON COLTON(F) (PERF # 3)|MELVILLE, SK|
TEAM ROPING|M2380C| 2. SPENCER BART(H) (PERF # 3)|MRCA|
TEAM ROPING|5421|    GAUBE BRETT(F) (PERF # 3)|WEYBURN, SK|
TEAM ROPING|M2046C| 3. PLETT CHAD(F) (PERF # 3)|MRCA|
TEAM ROPING|M2779C|    MCPHERSON KOLT(H) (PERF # 3)|MRCA|
TEAM ROPING|5643C| 4. SWITZER MATT(F) (PERF # 3)|YORKTON, SK      |
TEAM ROPING|5940C|    WILLIAMS TRISTAN(H) (PERF # 3)|GLENAVON, SK|
TEAM ROPING|7417| 5. WILEY BILLY(F) (PERF # 3)|MANOR, SK|
TEAM ROPING|7431|    NAYLEN GREG(H) (PERF # 3)|MARYFIELD, SK|
TEAM ROPING|3948C| 6. BEVAN CAREY(F) (PERF # 3)|CARIEVALE SK|
TEAM ROPING|7096C|    GEIS MARTIN(H) (PERF # 3)|MOSSBANK, SK|
TEAM ROPING|5589C| 7. BRICE SHOAT(H) (PERF # 3)|PARRY, SK    |
